,id,year,latitude,longtitude,wall_type,floors,gutter_type,address,entrance,gas_supply_type,living_rooms,warming_type,cold_water_type,hot_water_type,square,not_living_square,common_hold_square,living_square,base_addr,dist,norm_addr
1349,8038836,1963.0,55.64846,37.60034,Панельные,5.0,Наружные водостоки,"ул. Азовская, д. 33, к. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3542.3,0.0,0.0,3542.3,"Азовская улица, дом 33, корпус 2",0.0,"улица азовская, дом_33, корпус_2"
2628,7558553,1961.0,55.81135,37.71873,Панельные,5.0,Наружные водостоки,"ул. Бойцовая, д. 10, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),2601.4,49.0,309.0,2552.4,"Бойцовая улица, дом 10, корпус 2",0.0,"улица бойцовая, дом_10, корпус_2"
6817,7603944,1966.0,55.62691,37.67628,Блочные,5.0,Наружные водостоки,"ул. Каспийская, д. 18, к. 2",6.0,Центральное,120,Центральное,Центральное,Центральное (закрытая система),5210.2,0.0,0.0,5210.2,"Каспийская улица, дом 18, корпус 2",0.0,"улица каспийская, дом_18, корпус_2"
1792,7764038,1960.0,55.80154,37.60851,Блочные,5.0,Внутренние водостоки,"ул. Анненская, д. 1",4.0,Отсутствует,80,Центральное,Центральное,Центральное (закрытая система),3490.0,1248.0,0.0,3490.0,"Анненская улица, дом 1",0.0,"улица анненская, дом_1"
271,7558953,1975.0,55.97727,37.17062,"Каменные, кирпичные",5.0,Не заполнено,"г. Зеленоград, ул. Советская, д. 6",6.0,Не заполнено,Не заполнено,Центральное,Центральное,Центральное (закрытая система),4610.0,910.0,0.0,2428.0,"город Зеленоград, Советская улица, дом 6",0.0,"город зеленоград, улица советская, дом_6"
16224,7566600,1965.0,55.67338,37.81378,Панельные,5.0,Наружные водостоки,"ул. Степана Шутова, д. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3528.0,0.0,0.0,3528.0,"улица Степана Шутова, дом 2",0.0,"улица степана шутова, дом_2"
18899,8042748,1966.0,55.81017,37.81923,Панельные,5.0,Наружные водостоки,"ш. Щелковское, д. 88, к. 2",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4462.2,0.0,725.0,4462.2,"Северное Измайлово Щёлковское шоссе, дом 88, корпус 2",0.0,"шоссе щелковское, дом_88, корпус_2"
9073,7653538,1963.0,55.6523,37.33849,Деревянные,2.0,Отсутствует,"ул. Лукино 1-я, д. 9",2.0,Центральное,5,Отсутствует,Отсутствует,Отсутствует,321.0,0.0,321.0,321.0,"1-я улица Лукино, дом 9",0.0,"улица лукино 1-я, дом_9"
9772,7717110,1968.0,55.70418,37.46324,Панельные,5.0,Наружные водостоки,"ул. Матвеевская, д. 30",9.0,Центральное,179,Центральное,Центральное,Центральное (закрытая система),7732.0,0.0,6137.6,7732.0,"Очаково-Матвеевское Матвеевская улица, дом 30",0.0,"улица матвеевская, дом_30"
535,8661911,1965.0,55.31043,37.17975,"Каменные, кирпичные",2.0,Отсутствует,"п. ЛМС, мкр. Центральный, д. 1",2.0,Центральное,16,Центральное,Центральное,Центральное (закрытая система),615.0,0.0,615.0,395.4,"поселение Вороновское, посёлок ЛМС, микрорайон Центральный, дом 1",0.5,"поселок  лмс, мкр. центральный, дом_1"
5140,7588468,1961.0,55.83904,37.5739,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Дмитровское, д. 32, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3403.5,0.0,0.0,2336.0,"Дмитровское шоссе, дом 32, корпус 1",0.0,"шоссе дмитровское, дом_32, корпус_1"
8912,7645727,1960.0,55.84358,37.56402,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Линии Октябрьской Железной Дороги, д. 10",6.0,Центральное,88,Центральное,Центральное,Центральное (закрытая система),4955.5,116.2,1076.1,4839.3,"улица Линии Октябрьской Железной Дороги, дом 10",0.0,"улица линии октябрьской железной дороги, дом_10"
11000,7574638,1964.0,55.73196,37.71881,"Каменные, кирпичные",5.0,Не заполнено,"ул. Нижегородская, д. 65",2.0,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,1242.1,317.0,0.0,814.0,"Нижегородская улица, дом 65",0.0,"улица нижегородская, дом_65"
17301,8126858,1957.0,55.84276,37.43799,"Каменные, кирпичные",3.0,Наружные водостоки,"ул. Фабрициуса, д. 15, к. 2",2.0,Центральное,24,Центральное,Центральное,Отсутствует,1536.0,21.0,0.0,1536.0,"улица Фабрициуса, дом 15, корпус 2",0.0,"улица фабрициуса, дом_15, корпус_2"
3888,7762578,1963.0,55.70472,37.78322,Панельные,5.0,Наружные водостоки,"пр-кт. Волгоградский, д. 153, к. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3543.0,0.0,20.0,3523.0,"Волгоградский проспект, дом 153, корпус 2",0.0,"проспект волгоградский, дом_153, корпус_2"
3168,8061582,1963.0,55.66667,37.62108,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Варшавское, д. 52/2",4.0,Центральное,79,Центральное,Центральное,Центральное (закрытая система),3412.8,7.5,0.0,2218.3,"Варшавское шоссе, дом 52/2",0.0,"шоссе варшавское, дом_52/2"
18268,8093663,1963.0,55.64358,37.61233,Блочные,5.0,Наружные водостоки,"б-р. Черноморский, д. 5, к. 5",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3532.0,0.0,0.0,2363.0,"Черноморский бульвар, дом 5, корпус 5",0.0,"бульвар черноморский, дом_5, корпус_5"
12396,7875919,1959.0,55.71042,37.63902,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Павелецкий 3-й, д. 11",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2981.7,515.9,278.0,2465.8,"3-й Павелецкий проезд, дом 11",0.0,"проезд. павелецкий 3-й, дом_11"
14507,7569483,1965.0,55.68183,37.69008,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Речников, д. 24, к. 1",4.0,Отсутствует,80,Центральное,Центральное,Центральное (закрытая система),3392.4,0.0,1875.6,3347.6,"улица Речников, дом 24, корпус 1",0.0,"улица речников, дом_24, корпус_1"
14295,8019317,1970.0,55.84501,37.48415,Панельные,5.0,Наружные водостоки,"ул. Пулковская, д. 7",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),3913.1,458.7,909.5,2544.9,"Пулковская улица, дом 7",0.0,"улица пулковская, дом_7"
9672,7718439,1961.0,55.69912,37.76019,Блочные,5.0,Наружные водостоки,"ул. Маршала Чуйкова, д. 22, к. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3645.0,175.8,175.8,3469.2,"улица Маршала Чуйкова, дом 22, корпус 2",0.0,"улица маршала чуйкова, дом_22, корпус_2"
11781,8059150,1961.0,55.65662,37.59156,Блочные,5.0,Наружные водостоки,"ул. Одесская, д. 25",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3506.3,0.0,0.0,3506.3,"Одесская улица, дом 25",0.0,"улица одесская, дом_25"
9914,7983031,1969.0,55.86948,37.67113,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Менжинского, д. 26, к. 2",4.0,Центральное,76,Центральное,Центральное,Центральное (закрытая система),3390.3,162.6,1818.0,3227.7,"улица Менжинского, дом 26, корпус 2",0.0,"улица менжинского, дом_26, корпус_2"
234,8231690,1972.0,55.62097,37.47377,Иные,3.0,Отсутствует,"п. завода Мосрентген, д. 1",2.0,Центральное,42,Центральное,Центральное,Центральное (открытая система),1881.4,0.0,624.0,1256.5,"поселение Мосрентген, посёлок Завода Мосрентген, дом 18",0.5,"поселок  завода мосрентген, дом_1"
11368,8022404,1963.0,55.83828,37.53903,Блочные,5.0,Наружные водостоки,"проезд. Новомихалковский 1-й, д. 4",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3537.6,16.4,1938.2,3521.2,"1-й Новомихалковский проезд, дом 4",0.0,"проезд. новомихалковский 1-й, дом_4"
3307,7961230,1969.0,55.63979,37.53935,Панельные,5.0,Внутренние водостоки,"ул. Введенского, д. 21",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3583.0,0.0,1257.0,2326.0,"улица Введенского, дом 21",0.0,"улица введенского, дом_21"
18478,8096726,1964.0,55.65389,37.60895,"Каменные, кирпичные",5.0,Наружные водостоки,"б-р. Чонгарский, д. 18, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3432.7,19.4,0.0,3413.3,"Чонгарский бульвар, дом 18, корпус 1",0.0,"бульвар чонгарский, дом_18, корпус_1"
1927,7554793,1960.0,55.67975,37.55517,Панельные,5.0,Наружные водостоки,"ул. Архитектора Власова, д. 5, к. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3517.9,0.0,864.2,3517.9,"улица Архитектора Власова, дом 5, корпус 2",0.0,"улица архитектора власова, дом_5, корпус_2"
8798,8020321,1967.0,55.86698,37.65853,Блочные,5.0,Наружные водостоки,"ул. Ленская, д. 21",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3520.3,0.0,2160.0,3520.3,"Ленская улица, дом 21",0.0,"улица ленская, дом_21"
2133,7557921,1969.0,55.81799,37.82436,"Каменные, кирпичные",9.0,Внутренние водостоки,"ул. Байкальская, д. 51, к. 1",6.0,Центральное,215,Центральное,Центральное,Центральное (открытая система),9708.6,641.0,0.0,9644.5,"Болотниковская улица, дом 51, корпус 1",0.4,"улица байкальская, дом_51, корпус_1"
140,7599512,1948.0,55.81588,37.86266,"Каменные, кирпичные",2.0,Наружные водостоки,"п. Восточный, ул. 9 Мая, д. 4",2.0,Центральное,8,Центральное,Центральное,Отсутствует,533.7,103.9,0.0,429.8,"улица 9 Мая, дом 4",0.3333333333333333,"поселок  восточный, улица 9 мая, дом_4"
6252,7562148,1960.0,55.82137,37.71587,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Ивантеевская, д. 2, к. 4",3.0,Центральное,60,Центральное,Центральное,Отсутствует,2505.0,25.0,0.0,2480.0,"Ивантеевская улица, дом 2, корпус 4",0.0,"улица ивантеевская, дом_2, корпус_4"
16061,7566418,1959.0,55.68053,37.74148,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Ставропольская, д. 5",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2478.5,0.0,0.0,2462.8,"Ставропольская улица, дом 5",0.0,"улица ставропольская, дом_5"
13539,9034792,1969.0,55.74075,37.76583,Панельные,5.0,Наружные водостоки,"ул. Плеханова, д. 26, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2586.0,0.0,0.0,1705.0,"улица Плеханова, дом 26, корпус 2",0.0,"улица плеханова, дом_26, корпус_2"
17611,8029696,1972.0,55.8581,37.51348,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Флотская, д. 72А",3.0,Центральное,130,Центральное,Центральное,Центральное (закрытая система),3880.1,0.0,1100.0,2780.1,"Флотская улица, дом 72А",0.0,"улица флотская, дом_72а"
9572,7683761,1961.0,55.81153,37.72415,Панельные,5.0,Наружные водостоки,"б-р. Маршала Рокоссовского, д. 11",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3576.4,49.8,2026.8,3526.8,"бульвар Маршала Рокоссовского, дом 11",0.0,"бульвар маршала рокоссовского, дом_11"
14772,7575102,1971.0,55.73043,37.74538,"Каменные, кирпичные",5.0,Не заполнено,"пр-кт. Рязанский, д. 23",3.0,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,2479.4,0.0,0.0,1657.0,"Рязанский проспект, дом 23",0.0,"проспект рязанский, дом_23"
5937,8162530,1960.0,55.81451,37.62486,Блочные,5.0,Внутренние водостоки,"б-р. Звездный, д. 34, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2555.0,0.0,1569.3,2555.0,"Звёздный бульвар, дом 34, корпус 2",0.0,"бульвар звездный, дом_34, корпус_2"
7452,7637233,1962.0,55.73079,37.76351,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Коновалова, д. 12",5.0,Центральное,100,Центральное,Центральное,Квартирное (квартирный котел),4763.0,0.0,0.0,2714.0,"улица Коновалова, дом 12",0.0,"улица коновалова, дом_12"
14001,7717368,1971.0,55.68099,37.45686,Панельные,5.0,Наружные водостоки,"ул. Пржевальского, д. 9",6.0,Центральное,120,Центральное,Центральное,Центральное (закрытая система),5098.0,0.0,4130.8,5098.0,"улица Пржевальского, дом 9",0.0,"улица пржевальского, дом_9"
11660,7957836,1962.0,55.80886,37.45917,Блочные,5.0,Наружные водостоки,"ул. Новощукинская, д. 2",8.0,Центральное,160,Центральное,Центральное,Центральное (закрытая система),7237.0,10.0,765.0,7227.0,"Новощукинская улица, дом 2",0.0,"улица новощукинская, дом_2"
9291,7564089,1939.0,55.67458,37.74319,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Мариупольская, д. 6",5.0,Центральное,88,Центральное,Центральное,Центральное (закрытая система),6886.6,1099.0,0.0,5788.1,"Мариупольская улица, дом 6",0.0,"улица мариупольская, дом_6"
16586,7566765,1963.0,55.68469,37.75533,Панельные,5.0,Наружные водостоки,"ул. Таганрогская, д. 6, стр. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3394.0,0.0,0.0,3394.0,"Таганрогская улица, дом 6, строение 2",0.3333333333333333,"улица таганрогская, дом_6, стр. 2"
1183,7566367,1969.0,55.67786,37.7448,"Каменные, кирпичные",5.0,Внутренние водостоки,"пр-кт. 40 лет Октября, д. 18/13",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3394.4,0.0,0.0,3394.4,"проспект 40 лет Октября, дом 18/13",0.0,"проспект 40 лет октября, дом_18/13"
14247,7554184,1960.0,55.79776,37.77113,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Прядильная 3-я, д. 4, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),2674.0,193.5,0.0,2480.5,"3-я Прядильная улица, дом 4, корпус 2",0.0,"улица прядильная 3-я, дом_4, корпус_2"
6654,7930667,1967.0,55.63586,37.66922,Панельные,5.0,Наружные водостоки,"ул. Кантемировская, д. 15",5.0,Центральное,100,Центральное,Центральное,Центральное (открытая система),4465.7,0.0,0.0,4465.7,"Кантемировская улица, дом 15",0.0,"улица кантемировская, дом_15"
15668,7559876,1962.0,55.80208,37.81253,Панельные,5.0,Наружные водостоки,"б-р. Сиреневый, д. 42/22, к. 2",5.0,Центральное,75,Центральное,Центральное,Центральное (закрытая система),3180.35,0.0,0.0,3180.35,"Сиреневый бульвар, дом 42/22, корпус 2",0.0,"бульвар сиреневый, дом_42/22, корпус_2"
6415,7603447,1960.0,55.88052,37.5837,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Инженерная, д. 6",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3857.0,54.9,361.0,3441.2,"Инженерная улица, дом 6",0.0,"улица инженерная, дом_6"
1021,8043826,1952.0,55.50451,37.56154,"Каменные, кирпичные",2.0,Наружные водостоки,"г. Щербинка, ул. Железнодорожная, д. 2",2.0,Центральное,12,Центральное,Центральное,Центральное (закрытая система),792.1,0.0,181.6,610.5,"город Щербинка, Железнодорожная улица, дом 2",0.0,"город щербинка, улица железнодорожная, дом_2"
5680,7603495,1965.0,55.62845,37.6793,Панельные,5.0,Наружные водостоки,"ул. Ереванская, д. 35",5.0,Центральное,96,Центральное,Центральное,Центральное (закрытая система),4485.3,182.0,0.0,4303.3,"Ереванская улица, дом 35",0.0,"улица ереванская, дом_35"
1264,7849897,1960.0,55.76252,37.70978,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Авиамоторная, д. 5",3.0,Центральное,52,Центральное,Центральное,Центральное (закрытая система),2126.0,669.0,0.0,1457.0,"Авиамоторная улица, дом 5",0.0,"улица авиамоторная, дом_5"
19142,7745894,1962.0,55.69766,37.77884,Панельные,5.0,Наружные водостоки,"ул. Юных Ленинцев, д. 86",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2618.4,22.4,22.4,2596.0,"улица Юных Ленинцев, дом 86",0.0,"улица юных ленинцев, дом_86"
12871,8042239,1961.0,55.80901,37.79538,Панельные,5.0,Наружные водостоки,"ул. Парковая 9-я, д. 61, к. 3",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3569.7,20.0,580.0,3549.7,"9-я Парковая улица, дом 61, корпус 3",0.0,"улица парковая 9-я, дом_61, корпус_3"
11262,7559546,1961.0,55.75068,37.79949,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Новогиреевская, д. 46",5.0,Центральное,100,Центральное,Центральное,Центральное (открытая система),4088.0,89.0,4088.0,2641.0,"Новогиреевская улица, дом 46",0.0,"улица новогиреевская, дом_46"
6426,7603493,1960.0,55.88079,37.57694,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Инженерная, д. 20, к. 2",4.0,Центральное,64,Центральное,Центральное,Центральное (закрытая система),2920.0,117.9,227.0,2575.3,"Инженерная улица, дом 20, корпус 2",0.0,"улица инженерная, дом_20, корпус_2"
12102,7564759,1952.0,55.87928,37.68011,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Осташковская, д. 10",3.0,Центральное,115,Центральное,Центральное,Центральное (закрытая система),2850.0,0.0,1580.7,2850.0,"Осташковская улица, дом 10",0.0,"улица осташковская, дом_10"
6442,7689442,1960.0,55.71645,37.45431,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Инициативная, д. 16, к. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),4133.7,728.2,0.0,3405.5,"Инициативная улица, дом 16, корпус 2",0.0,"улица инициативная, дом_16, корпус_2"
7216,7627664,1962.0,55.70628,37.681,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Кожуховская 5-я, д. 33",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),3244.0,511.0,0.0,2487.0,"5-я Кожуховская улица, дом 33",0.0,"улица кожуховская 5-я, дом_33"
4426,8033488,1962.0,55.77983,37.47347,Блочные,5.0,Наружные водостоки,"б-р. Генерала Карбышева, д. 14, к. 3",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2588.0,890.0,277.0,1698.0,"бульвар Генерала Карбышева, дом 14, корпус 3",0.0,"бульвар генерала карбышева, дом_14, корпус_3"
6257,7562889,1963.0,55.82254,37.71802,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Ивантеевская, д. 3, к. 4",4.0,Центральное,80,Центральное,Центральное,Отсутствует,3449.0,41.0,1181.0,2227.0,"Ивантеевская улица, дом 3, корпус 4",0.0,"улица ивантеевская, дом_3, корпус_4"
8307,8905485,1968.0,55.65172,37.70167,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Курьяновская 1-я, д. 53А",4.0,Центральное,80,Центральное,Центральное,Отсутствует,3407.3,0.0,0.0,3407.3,"1-я Курьяновская улица, дом 53А",0.0,"улица курьяновская 1-я, дом_53а"
19233,8058957,1961.0,55.65556,37.59149,Панельные,5.0,Наружные водостоки,"ул. Юшуньская М., д. 12, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3072.0,0.0,0.0,3072.0,"Малая Юшуньская улица, дом 12, корпус 1",0.3333333333333333,"улица юшуньская м., дом_12, корпус_1"
12388,7875960,1961.0,55.7121,37.64167,Блочные,5.0,Наружные водостоки,"проезд. Павелецкий 3-й, д. 6, к. В",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),3080.4,499.2,371.0,2581.2,"3-й Павелецкий проезд, дом 6, корпус В",0.0,"проезд. павелецкий 3-й, дом_6, корпус_в"
11904,7691664,1958.0,55.73777,37.48289,Панельные,5.0,Внутренние водостоки,"ул. Олеко Дундича, д. 31, к. 1",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2564.2,0.0,0.0,2520.1,"улица Олеко Дундича, дом 31",0.2,"улица олеко дундича, дом_31, корпус_1"
11394,8022502,1960.0,55.84034,37.53551,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Новомихалковский 3-й, д. 20",3.0,Центральное,60,Центральное,Центральное,Отсутствует,2757.3,185.6,1843.0,2571.7,"3-й Новомихалковский проезд, дом 20",0.0,"проезд. новомихалковский 3-й, дом_20"
4118,7596316,1966.0,55.71836,37.79834,Блочные,5.0,Наружные водостоки,"ул. Вострухина, д. 4, к. 1",8.0,Центральное,159,Центральное,Центральное,Центральное (закрытая система),7135.0,0.0,2585.0,4550.0,"улица Вострухина, дом 4, корпус 1",0.0,"улица вострухина, дом_4, корпус_1"
3848,7759324,1962.0,55.70808,37.76711,Панельные,5.0,Наружные водостоки,"пр-кт. Волгоградский, д. 121",5.0,Центральное,85,Центральное,Центральное,Центральное (закрытая система),4461.0,670.0,0.0,3791.0,"Волгоградский проспект, дом 121/35",0.25,"проспект волгоградский, дом_121"
16173,7840993,1931.0,55.82497,37.51174,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Старопетровский, д. 12, к. 6",4.0,Отсутствует,40,Центральное,Центральное,Центральное (открытая система),3920.3,624.4,0.0,3295.9,"Старопетровский проезд, дом 12, корпус 6",0.0,"проезд. старопетровский, дом_12, корпус_6"
12282,7719633,1964.0,55.82796,37.76001,Панельные,5.0,Наружные водостоки,"ш. Открытое, д. 25, к. 12",6.0,Центральное,119,Центральное,Центральное,Центральное (открытая система),5102.2,0.0,0.0,5102.2,"Открытое шоссе, дом 25, корпус 12",0.0,"шоссе открытое, дом_25, корпус_12"
9257,7717043,1963.0,55.68019,37.449,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Марии Поливановой, д. 2/19",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),5036.1,1619.1,3238.2,3417.0,"улица Марии Поливановой, дом 2/19",0.0,"улица марии поливановой, дом_2/19"
940,8664391,1964.0,55.41249,37.18792,"Каменные, кирпичные",5.0,Отсутствует,"п. Шишкин Лес, д. 11",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3215.1,0.0,3215.1,2096.8,"поселение Михайлово-Ярцевское, посёлок Шишкин Лес, дом 11",0.42857142857142855,"поселок  шишкин лес, дом_11"
12212,7569167,1961.0,55.81345,37.73087,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Открытое, д. 5, к. 8",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3551.0,56.0,380.0,3498.0,"Открытое шоссе, дом 5, корпус 8",0.0,"шоссе открытое, дом_5, корпус_8"
4449,8021838,1962.0,55.84198,37.53768,Блочные,5.0,Наружные водостоки,"ул. Генерала Рычагова, д. 13",4.0,Центральное,74,Центральное,Центральное,Центральное (открытая система),3631.1,379.1,1940.0,3252.0,"улица Генерала Рычагова, дом 13",0.0,"улица генерала рычагова, дом_13"
14140,7556036,1961.0,55.67136,37.55686,Панельные,5.0,Наружные водостоки,"ул. Профсоюзная, д. 37",4.0,Центральное,78,Центральное,Центральное,Центральное (закрытая система),3552.0,76.7,1037.7,3475.3,"Профсоюзная улица, дом 37",0.0,"улица профсоюзная, дом_37"
3426,7601791,1961.0,55.6233,37.65972,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Веселая, д. 33, к. 4",4.0,Центральное,68,Центральное,Центральное,Центральное (закрытая система),3192.8,537.4,0.0,2655.4,"Весёлая улица, дом 33, корпус 4",0.0,"улица веселая, дом_33, корпус_4"
10996,7574622,1964.0,55.73376,37.70653,"Каменные, кирпичные",5.0,Не заполнено,"ул. Нижегородская, д. 60",4.0,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,3185.2,485.0,0.0,2279.0,"Нижегородская улица, дом 60",0.0,"улица нижегородская, дом_60"
367,8683584,1973.0,55.47704,37.54401,Панельные,5.0,Внутренние водостоки,"п. Знамя Октября, д. 14",6.0,Центральное,90,Центральное,Центральное,Центральное (закрытая система),5882.3,0.0,1439.0,4443.3,"поселение Рязановское, посёлок Знамя Октября, дом 14",0.3333333333333333,"поселок  знамя октября, дом_14"
16116,7603181,1959.0,55.88143,37.5785,"Каменные, кирпичные",3.0,Наружные водостоки,"ул. Стандартная, д. 15, к. 2",2.0,Центральное,24,Центральное,Центральное,"Автономная котельная (крышная, встроенно-пристроенная)",2303.0,549.0,196.0,1558.0,"Стандартная улица, дом 15, корпус 2",0.0,"улица стандартная, дом_15, корпус_2"
6770,7637497,1962.0,55.89402,37.53738,Блочные,5.0,Наружные водостоки,"б-р. Карельский, д. 14/16",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3523.0,5.0,1284.0,3518.0,"Карельский бульвар, дом 14/16",0.0,"бульвар карельский, дом_14/16"
15072,7562172,1961.0,55.75636,37.81704,Панельные,5.0,Наружные водостоки,"пр-кт. Свободный, д. 10, к. 2",5.0,Центральное,70,Центральное,Центральное,Отсутствует,3703.6,40.0,3703.6,3687.0,"Свободный проспект, дом 10, корпус 2",0.0,"проспект свободный, дом_10, корпус_2"
2625,7560649,1960.0,55.81015,37.71925,Панельные,5.0,Наружные водостоки,"ул. Бойцовая, д. 6, к. 4",4.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),3022.4,20.0,0.0,3001.8,"Бойцовая улица, дом 6, корпус 4",0.0,"улица бойцовая, дом_6, корпус_4"
18205,7556226,1962.0,55.79833,37.72132,Панельные,5.0,Наружные водостоки,"ул. Черкизовская Б., д. 5, к. 5",5.0,Центральное,0,Центральное,Центральное,Центральное (закрытая система),4457.8,44.2,0.0,4413.6,"Большая Черкизовская улица, дом 5, корпус 5",0.3333333333333333,"улица черкизовская б., дом_5, корпус_5"
10684,7569839,1971.0,55.6872,37.68442,Панельные,5.0,Внутренние водостоки,"наб. Нагатинская, д. 56, к. 2",6.0,Отсутствует,119,Центральное,Центральное,Центральное (закрытая система),5196.4,0.0,1616.5,5129.3,"Нагатинская набережная, дом 56, корпус 2",0.0,"набережная нагатинская, дом_56, корпус_2"
9026,7781048,1949.0,55.84411,37.57274,"Каменные, кирпичные",3.0,Наружные водостоки,"проезд. Локомотивный, д. 19а",2.0,Центральное,18,Центральное,Центральное,Центральное (открытая система),1531.5,372.7,1327.0,1158.8,"Локомотивный проезд, дом 19А",0.0,"проезд. локомотивный, дом_19а"
9754,8646792,1963.0,55.74489,37.75902,Блочные,5.0,Наружные водостоки,"ул. Мастеровая, д. 5",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2599.2,24.2,959.5,1685.6,"Мастеровая улица, дом 5",0.0,"улица мастеровая, дом_5"
17352,8643774,1963.0,55.75639,37.79939,Панельные,5.0,Наружные водостоки,"пр-кт. Федеративный, д. 6, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2549.6,0.0,0.0,2581.0,"Федеративный проспект, дом 6, корпус 2",0.0,"проспект федеративный, дом_6, корпус_2"
5201,7627755,1961.0,55.89315,37.54133,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Дмитровское, д. 141, к. 1",3.0,Центральное,48,Центральное,Центральное,Отсутствует,2613.0,581.0,1892.0,2032.0,"Дмитровское шоссе, дом 141, корпус 1",0.0,"шоссе дмитровское, дом_141, корпус_1"
13014,8617301,1949.0,55.7936,37.80974,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Первомайская, д. 105",3.0,Центральное,41,Центральное,Центральное,Центральное (открытая система),2335.94,205.9,0.0,2130.04,"Первомайская улица, дом 105",0.0,"улица первомайская, дом_105"
5578,7762133,1957.0,55.87943,37.71347,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Егора Абакумова, д. 11",2.0,Центральное,32,Центральное,Центральное,Центральное (открытая система),2628.7,477.9,0.0,2150.8,"улица Егора Абакумова, дом 11",0.0,"улица егора абакумова, дом_11"
