,id,year,latitude,longtitude,wall_type,floors,gutter_type,address,entrance,gas_supply_type,living_rooms,warming_type,cold_water_type,hot_water_type,square,not_living_square,common_hold_square,living_square,base_addr,dist,norm_addr
11201,7569540,1965.0,55.6779,37.66916,Панельные,5.0,Внутренние водостоки,"ул. Новинки, д. 7",5.0,Отсутствует,100,Центральное,Центральное,Центральное (закрытая система),4519.5,0.0,1390.7,4463.5,"улица Новинки, дом 7",0.0,"улица новинки, дом_7"
13813,7945442,1966.0,55.81255,37.4657,Блочные,5.0,Наружные водостоки,"проезд. Полесский, д. 10",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3487.0,0.0,1036.2,3487.0,"Покровское-Стрешнево Полесский проезд, дом 10",0.0,"проезд. полесский, дом_10"
13853,8075845,1965.0,55.87265,37.6385,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Полярная, д. 4, к. 1",6.0,Центральное,96,Центральное,Центральное,Центральное (открытая система),3983.0,0.0,0.0,0.0,"Полярная улица, дом 4, корпус 1",0.0,"улица полярная, дом_4, корпус_1"
7167,7689752,1964.0,55.72537,37.45176,Панельные,5.0,Наружные водостоки,"ул. Клочкова, д. 4",4.0,Центральное,80,Центральное,Центральное,Квартирное (квартирный котел),3521.6,0.0,0.0,3521.6,"улица Клочкова, дом 4",0.0,"улица клочкова, дом_4"
572,9099981,1972.0,55.63143,37.48988,"Каменные, кирпичные",3.0,Отсутствует,"д. Мамыри, тер. Военный городок Теплый стан, д. 1",4.0,Центральное,42,Центральное,Центральное,Центральное (закрытая система),2058.7,179.0,179.0,1905.7,"поселение Мосрентген, Военный городок, улица Теплый Стан, дом 85",0.6666666666666666,"д. мамыри, тер. военный городок теплый стан, дом_1"
11859,8120294,1963.0,55.71465,37.7708,Панельные,5.0,Не заполнено,"ул. Окская, д. 36, к. 4",5.0,Центральное,Не заполнено,Центральное,Не заполнено,Не заполнено,4530.0,64.0,0.0,4466.0,"Окская улица, дом 36, корпус 4",0.0,"улица окская, дом_36, корпус_4"
1635,7686996,1964.0,55.71465,37.45397,Панельные,5.0,Наружные водостоки,"ш. Аминьевское, д. 18, к. 1",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2635.1,0.0,0.0,2635.1,"Аминьевское шоссе, дом 18, корпус 1",0.0,"шоссе аминьевское, дом_18, корпус_1"
12229,7913941,1964.0,55.82155,37.75156,Блочные,9.0,Внутренние водостоки,"ш. Открытое, д. 17, к. 4",1.0,Центральное,68,Центральное,Центральное,Центральное (закрытая система),3442.0,1003.2,0.0,2438.8,"Открытое шоссе, дом 17, корпус 4",0.0,"шоссе открытое, дом_17, корпус_4"
7231,7628461,1961.0,55.707,37.67754,Панельные,5.0,Наружные водостоки,"ул. Кожуховская 6-я, д. 25, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),3372.0,501.0,0.0,2567.0,"6-я Кожуховская улица, дом 25, корпус 2",0.0,"улица кожуховская 6-я, дом_25, корпус_2"
3817,7717239,1963.0,55.70822,37.75246,Блочные,9.0,Внутренние водостоки,"пр-кт. Волгоградский, д. 97, к. 1",1.0,Центральное,71,Центральное,Центральное,Центральное (закрытая система),2685.0,119.3,87.9,2565.7,"Волгоградский проспект, дом 97, корпус 1",0.0,"проспект волгоградский, дом_97, корпус_1"
