,id,address,base_addr,dist
22128,7555898,"улица Перекопская, д. 17, к. 4","Перекопская улица, дом 17, корпус 4",0.5
3854,7574535,"проспект Балаклавский, д. 12, к. 2","Балаклавский проспект, дом 12, корпус 2",0.5
25307,7991013,"проезд. Саперный, д. 14, к. 3","Сапёрный проезд, дом 14, корпус 3",0.5
186,7599755,"п. Восточный, улица 9 Мая, д. 21","улица 9 Мая, дом 21",0.5
29698,8023318,"улица Флотская, д. 52, к. 4","Флотская улица, дом 52, корпус 4",0.5
7000,8120484,"бульвар Волжский, д. 39, к. 3","Волжский бульвар, дом 39, корпус 3",0.5
25003,7699592,"проспект Рязанский, д. 91, к. 4","Рязанский проспект, дом 91, корпус 4",0.5
25626,8157740,"проспект Севастопольский, д. 7, к. 5","Севастопольский проспект, дом 7, корпус 5",0.5
4819,7557041,"улица Бойцовая, д. 18, к. 13","Бойцовая улица, дом 18, корпус 13",0.5
320,7558949,"г. Зеленоград, улица Заводская, д. 12а","город Зеленоград, Заводская улица, дом 12А",0.5
1554,6731456,"г. Троицк, переулок Парковый, д. 2","город Троицк, Парковый переулок, дом 2",0.5
19286,8644170,"улица Новогиреевская, д. 29, к. 3","Новогиреевская улица, дом 29, корпус 3",0.5
4817,7557030,"улица Бойцовая, д. 18, к. 11","Бойцовая улица, дом 18, корпус 11",0.5
6754,7841065,"переулок Вокзальный, д. 6, к. 1","Вокзальный переулок, дом 6, корпус 1",0.5
9976,7602896,"улица Ереванская, д. 14, к. 2","Ереванская улица, дом 14, корпус 2",0.5
12542,7647452,"улица Клязьминская, д. 30, к. 2","Клязьминская улица, дом 30, корпус 2",0.5
25596,7599443,"улица Севанская, д. 52, к. 1","Севанская улица, дом 52, корпус 1",0.5
6471,7556209,"улица Винокурова, д. 28, к. 3","улица Винокурова, дом 28, корпус 3",0.5
12012,8051275,"улица Каховка, д. 16, к. 1","улица Каховка, дом 16, корпус 1",0.5
25196,7577870,"бульвар Самаркандский, д. 24, к. 1","Самаркандский бульвар, дом 24, корпус 1",0.5
4764,7683440,"улица Боженко, д. 7, к. 2","улица Боженко, дом 7, корпус 2",0.5
10548,7718363,"улица Зеленодольская, д. 28, к. 3","Зеленодольская улица, дом 28, корпус 3",0.5
30073,8051033,"улица Херсонская, д. 7, к. 2","Херсонская улица, дом 7, корпус 2",0.5
25527,7920234,"улица Свободы, д. 83, к. 3","улица Свободы, дом 83, корпус 3",0.5
22250,8644104,"улица Перовская, д. 7, к. 1","Перовская улица, дом 7, корпус 1",0.5
26319,8042326,"бульвар Сиреневый, д. 27, к. 2","Сиреневый бульвар, дом 27, корпус 2",0.5
30419,7556288,"улица Цюрупы, д. 12, к. 2","улица Цюрупы, дом 12, корпус 2",0.5
27161,7603127,"улица Стандартная, д. 9, к. 1","Стандартная улица, дом 9, корпус 1",0.5
28165,7658449,"улица Ташкентская, д. 24, к. 2","Ташкентская улица, дом 24, корпус 2",0.5
5953,7961371,"улица Введенского, д. 5, к. 1","улица Введенского, дом 5, корпус 1",0.5
10533,7717600,"улица Зеленодольская, д. 17, к. 2","Зеленодольская улица, дом 17, корпус 2",0.5
11257,7603487,"улица Инженерная, д. 18, к. 1","Инженерная улица, дом 18, корпус 1",0.5
28835,7924067,"улица Туристская, д. 25, к. 2","Туристская улица, дом 25, корпус 2",0.5
19327,9073856,"улица Новозаводская, д. 17, к. 1","Новозаводская улица, дом 17, корпус 1",0.5
11979,8051109,"улица Каховка, д. 1, к. 1","улица Каховка, дом 1",0.5
3872,8038942,"проспект Балаклавский, д. 34, к. 2","Балаклавский проспект, дом 34, корпус 2",0.5
24553,7819615,"улица Родниковая, д. 4, к. 3","Родниковая улица, дом 4, корпус 3",0.5
26372,8042413,"бульвар Сиреневый, д. 69, к. 3","Сиреневый бульвар, дом 69, корпус 3",0.5
315,7603365,"г. Зеленоград, улица Заводская, д. 4а","город Зеленоград, Заводская улица, дом 4А",0.5
10064,7633723,"улица Живописная, д. 4, к. 2","Живописная улица, дом 4, корпус 2",0.5
21848,7690775,"улица Партизанская, д. 35, к. 1","Партизанская улица, дом 35, корпус 1",0.5
6788,8113149,"проспект Волгоградский, д. 52, к. 2","Волгоградский проспект, дом 52, корпус 2",0.5
20269,7717224,"улица Озерная, д. 32, к. 3","Озёрная улица, дом 32, корпус 3",0.5
11870,7590034,"улица Касимовская, д. 19, к. 2","Касимовская улица, дом 19, корпус 2",0.5
20476,8022335,"улица Онежская, д. 14, к. 2","Онежская улица, дом 14, корпус 2",0.5
322,7603376,"г. Зеленоград, улица Заводская, д. 14","город Зеленоград, Заводская улица, дом 14",0.5
18429,7557943,"улица Нагорная, д. 39, к. 4","Нагорная улица, дом 39, корпус 4",0.5
8086,7946383,"улица Говорова, д. 8, к. 3","улица Говорова, дом 8, корпус 3",0.5
18344,7556345,"улица Нагорная, д. 9, к. 2","Нагорная улица, дом 9, корпус 2",0.5
25416,7562168,"проспект Свободный, д. 6, к. 1","Свободный проспект, дом 6, корпус 1",0.5
11949,7689618,"улица Кастанаевская, д. 40, к. 2","Кастанаевская улица, дом 40, корпус 2",0.5
12291,8051417,"улица Керченская, д. 10, к. 4","Керченская улица, дом 10, корпус 4",0.5
30097,7556212,"улица Херсонская, д. 26, к. 1","Херсонская улица, дом 26, корпус 1",0.5
17118,7566962,"улица Миллионная, д. 15, к. 2","Миллионная улица, дом 15, корпус 2",0.5
6799,8113182,"проспект Волгоградский, д. 60, к. 2","Волгоградский проспект, дом 60, корпус 2",0.5
25635,8157459,"проспект Севастопольский, д. 11, к. 2","Севастопольский проспект, дом 11, корпус 2",0.5
31256,7647375,"улица Шатурская, д. 49, к. 2","Шатурская улица, дом 49, корпус 2",0.5
18941,7554639,"улица Никитинская, д. 21, к. 3","Никитинская улица, дом 21, корпус 3",0.5
18532,8489364,"улица Наримановская, д. 26, к. 1","Наримановская улица, дом 26, корпус 1",0.5
6265,7601737,"улица Веселая, д. 33, к. 1","Весёлая улица, дом 33, корпус 1",0.5
5860,7553904,"шоссе Варшавское, д. 194, к. 2","Варшавское шоссе, дом 194, корпус 2",0.5
25442,7562182,"проспект Свободный, д. 25, к. 2","Свободный проспект, дом 25, корпус 2",0.5
18416,7557827,"улица Нагорная, д. 33, к. 5","Нагорная улица, дом 33, корпус 5",0.5
30368,8162648,"улица Цандера, д. 4, к. 1","улица Цандера, дом 4, корпус 1",0.5
14089,7559572,"улица Кубанская, д. 12, стр. 2","Кубанская улица, дом 12, строение 2",0.5
10346,7727135,"улица Заречная, д. 5, к. 2","Заречная улица, дом 5, корпус 2",0.5
30147,7924203,"бульвар Химкинский, д. 16, к. 5","Химкинский бульвар, дом 16, корпус 5",0.5
12460,7569526,"бульвар Кленовый, д. 20, к. 3","Кленовый бульвар, дом 20, корпус 3",0.5
4908,8050613,"улица Болотниковская, д. 46, к. 3","Болотниковская улица, дом 46, корпус 3",0.5
16928,7786498,"улица Менжинского, д. 15, к. 2","улица Менжинского, дом 15, корпус 2",0.5
20937,7569167,"шоссе Открытое, д. 5, к. 8","Открытое шоссе, дом 5, корпус 8",0.5
12019,7555552,"улица Каховка, д. 18, к. 5","улица Каховка, дом 18, корпус 5",0.5
6856,7710298,"проспект Волгоградский, д. 109, к. 3","Волгоградский проспект, дом 109, корпус 3",0.5
9371,7637292,"улица Долгопрудная, д. 8, к. 2","Долгопрудная улица, дом 8, корпус 2",0.5
6269,7601817,"улица Веселая, д. 33, к. 6","Весёлая улица, дом 33, корпус 6",0.5
31845,8675584,"шоссе Щелковское, д. 57, к. 3","Щёлковское шоссе, дом 57, корпус 3",0.5
21039,7719665,"шоссе Открытое, д. 27, к. 6","Открытое шоссе, дом 27, корпус 6",0.5
17107,7654180,"улица Миллионная, д. 8, к. 3","Миллионная улица, дом 8, корпус 3",0.5
27949,7566758,"улица Таганрогская, д. 4, стр. 3","Таганрогская улица, дом 4, строение 3",0.5
4508,7929349,"бульвар Бескудниковский, д. 48, к. 5","Бескудниковский бульвар, дом 48, корпус 5",0.5
30103,7556231,"улица Херсонская, д. 32, к. 1","Херсонская улица, дом 32, корпус 1",0.5
9094,7921382,"шоссе Дмитровское, д. 89, к. 3","Дмитровское шоссе, дом 89, корпус 3",0.5
6787,8113143,"проспект Волгоградский, д. 52, к. 1","Волгоградский проспект, дом 52, корпус 1",0.5
22607,7691750,"улица Пивченкова, д. 1, к. 2","улица Пивченкова, дом 1, корпус 2",0.5
21274,7763041,"улица Палехская, д. 122, к. 2","Палехская улица, дом 122, корпус 2",0.5
29244,8643765,"проспект Федеративный, д. 6, к. 3","Федеративный проспект, дом 6, корпус 3",0.5
4774,7683524,"улица Боженко, д. 14, к. 1","улица Боженко, дом 14, корпус 1",0.5
9957,7602495,"улица Ереванская, д. 6, к. 1","Ереванская улица, дом 6, корпус 1",0.5
3185,7564619,"проезд. Анадырский, д. 39, к. 2","Анадырский проезд, дом 39, корпус 2",0.5
18518,7840211,"улица Нарвская, д. 15, к. 3","Нарвская улица, дом 15, корпус 3",0.5
15644,7563942,"улица Люблинская, д. 143, к. 2","Люблинская улица, дом 143, корпус 2",0.5
10596,8646697,"проспект Зеленый, д. 39, к. 4","Зелёный проспект, дом 39, корпус 4",0.5
23820,7960938,"улица Профсоюзная, д. 93, к. 1","Профсоюзная улица, дом 93, корпус 1",0.5
22876,8643836,"улица Плющева, д. 15, к. 2","улица Плющева, дом 15, корпус 2",0.5
3698,8940536,"улица Базовская, д. 4, к. 1","Базовская улица, дом 4, корпус 1",0.5
3085,7686996,"шоссе Аминьевское, д. 18, к. 1","Аминьевское шоссе, дом 18, корпус 1",0.5
31825,7559555,"шоссе Щелковское, д. 43, к. 2","Щёлковское шоссе, дом 43, корпус 2",0.5
6805,7717136,"проспект Волгоградский, д. 66, к. 1","Волгоградский проспект, дом 66, корпус 1",0.5
15393,8130463,"улица Лодочная, д. 23, стр. 1","Лодочная улица, дом 23, строение 1",0.5
13669,7559438,"улица Краснодонская, д. 21, к. 2","Краснодонская улица, дом 21, корпус 2",0.5
21062,7719644,"шоссе Открытое, д. 29, к. 9","Открытое шоссе, дом 29, корпус 9",0.5
13979,8022581,"бульвар Кронштадтский, д. 37, к. 2","Кронштадтский бульвар, дом 37, корпус 2",0.5
29182,8126904,"улица Фабрициуса, д. 19, к. 1","улица Фабрициуса, дом 19, корпус 1",0.5
25195,7577868,"бульвар Самаркандский, д. 22, к. 1","Самаркандский бульвар, дом 22, корпус 1",0.5
10932,7562148,"улица Ивантеевская, д. 2, к. 4","Ивантеевская улица, дом 2, корпус 4",0.5
17760,7688393,"улица Молодогвардейская, д. 31, к. 2","Молодогвардейская улица, дом 31, корпус 2",0.5
11282,7689430,"улица Инициативная, д. 14, к. 1","Инициативная улица, дом 14, корпус 1",0.5
30030,7822698,"проезд. Харьковский, д. 1В, к. 1","Харьковский проезд, дом 1В, корпус 1",0.5
25678,7556128,"проспект Севастопольский, д. 44, к. 2","Севастопольский проспект, дом 44, корпус 2",0.5
23659,7599198,"проспект Пролетарский, д. 26, к. 1","Пролетарский проспект, дом 26, корпус 1",0.5
6934,7715631,"проспект Волгоградский, д. 161, к. 1","Волгоградский проспект, дом 161, корпус 1",0.5
6918,7715448,"проспект Волгоградский, д. 150, к. 2","Волгоградский проспект, дом 150, корпус 2",0.5
18479,8477463,"проезд. Нансена, д. 10, к. 1","проезд Нансена, дом 10, корпус 1",0.5
13777,7585745,"улица Красносолнечная, д. 40, к. 1","Красносолнечная улица, дом 40, корпус 1",0.5
8097,7946410,"улица Говорова, д. 16, к. 1","улица Говорова, дом 16, корпус 1",0.5
6864,7714741,"проспект Волгоградский, д. 113, к. 4","Волгоградский проспект, дом 113, корпус 4",0.5
10984,7709445,"улица Игральная, д. 1, к. 3","Игральная улица, дом 1, корпус 3",0.5
1708,7931754,"г. Щербинка, улица Авиаторов, д. 10","город Щербинка, улица Авиаторов, дом 10",0.5
14108,7946622,"улица Кубинка, д. 12, к. 1","улица Кубинка, дом 12, корпус 1",0.5
30101,7556228,"улица Херсонская, д. 30, к. 1","Херсонская улица, дом 30, корпус 1",0.5
3731,7557569,"улица Байкальская, д. 14, к. 1","Байкальская улица, дом 14, корпус 1",0.5
20986,7914188,"шоссе Открытое, д. 21, к. 14","Открытое шоссе, дом 21, корпус 14",0.5
18408,7557778,"улица Нагорная, д. 29, к. 4","Нагорная улица, дом 29, корпус 4",0.5
24063,7606251,"проезд. Путевой, д. 40, к. 1","Путевой проезд, дом 40, корпус 1",0.5
23750,7555969,"улица Профсоюзная, д. 27, к. 7","Профсоюзная улица, дом 27, корпус 7",0.5
10968,7558118,"улица Ивантеевская, д. 32, к. 1","Ивантеевская улица, дом 32, корпус 1",0.5
20508,8022525,"улица Онежская, д. 38, к. 3","Онежская улица, дом 38, корпус 3",0.5
30081,8043069,"улица Херсонская, д. 12, к. 3","Херсонская улица, дом 12, корпус 3",0.5
9369,7627841,"улица Долгопрудная, д. 6, к. 2","Долгопрудная улица, дом 6, корпус 2",0.5
20262,7717212,"улица Озерная, д. 30, к. 2","Озёрная улица, дом 30, корпус 2",0.5
23616,7717375,"проезд. Проектируемый 1980-й, д. 7, к. 3","проектируемый проезд № 1980, дом 7, корпус 3",0.5
6041,7716934,"улица Веерная, д. 32, к. 3","Веерная улица, дом 32, корпус 3",0.5
24950,7647266,"проспект Рязанский, д. 49, к. 1","Рязанский проспект, дом 49, корпус 1",0.5
24240,7984181,"улица Радужная, д. 12, к. 1","Радужная улица, дом 12, корпус 1",0.5
11982,8051117,"улица Каховка, д. 5, к. 1","улица Каховка, дом 5, корпус 1",0.5
5974,7819824,"улица Введенского, д. 15, к. 6","улица Введенского, дом 15, корпус 6",0.5
9956,7602485,"улица Ереванская, д. 5, к. 2","Ереванская улица, дом 5, корпус 2",0.5
3754,7557709,"улица Байкальская, д. 30, к. 1","Байкальская улица, дом 30, корпус 1",0.5
3346,7996697,"улица Анненская, д. 7, к. 1","Анненская улица, дом 7, корпус 1",0.5
26382,8042437,"бульвар Сиреневый, д. 73, к. 2","Сиреневый бульвар, дом 73, корпус 2",0.5
26848,8022669,"улица Солнечногорская, д. 24, к. 3","Солнечногорская улица, дом 24, корпус 3",0.5
1852,8043993,"г. Щербинка, улица Театральная, д. 10","город Щербинка, Театральная улица, дом 10",0.5
9070,7781042,"шоссе Дмитровское, д. 54, к. 2","Дмитровское шоссе, дом 54, корпус 2",0.5
25193,7596672,"бульвар Самаркандский, д. 20, к. 2","Самаркандский бульвар, дом 20, корпус 2",0.5
11926,7689503,"улица Кастанаевская, д. 23, к. 4","Кастанаевская улица, дом 23, корпус 4",0.5
13980,8022586,"бульвар Кронштадтский, д. 37, к. 3","Кронштадтский бульвар, дом 37, корпус 3",0.5
32414,7565659,"улица Яблочкова, д. 24, к. 1","улица Яблочкова, дом 24, корпус 1",0.5
20914,7756061,"шоссе Открытое, д. 2, к. 6","Открытое шоссе, дом 6, корпус 2",0.5
3795,7557926,"улица Байкальская, д. 51, к. 3","Байкальская улица, дом 51, корпус 3",0.5
24423,7569481,"улица Речников, д. 22, к. 3","улица Речников, дом 22, корпус 3",0.5
3778,7557806,"улица Байкальская, д. 41, к. 3","Байкальская улица, дом 41, корпус 3",0.5
24064,7606257,"проезд. Путевой, д. 40, к. 2","Путевой проезд, дом 40, корпус 2",0.5
20190,8059124,"улица Одесская, д. 23, к. 1","Одесская улица, дом 23, корпус 1",0.5
5946,7689009,"улица Ватутина, д. 13, к. 2","улица Ватутина, дом 13, корпус 2",0.5
20409,7691682,"улица Олеко Дундича, д. 33, к. 1","улица Олеко Дундича, дом 33",0.5
26320,8042329,"бульвар Сиреневый, д. 27, к. 3","Сиреневый бульвар, дом 27, корпус 3",0.5
10352,7569131,"улица Затонная, д. 5, к. 2","Затонная улица, дом 5, корпус 2",0.5
29702,8023331,"улица Флотская, д. 66, к. 1","Флотская улица, дом 66, корпус 1",0.5
5937,7688919,"улица Ватутина, д. 7, к. 1","улица Ватутина, дом 7, корпус 1",0.5
32423,8120563,"улица Яблочкова, д. 28, к. 2","улица Яблочкова, дом 28, корпус 2",0.5
191,7599790,"п. Восточный, улица 9 Мая, д. 24А","улица 9 Мая, дом 24А",0.5
16939,7983020,"улица Менжинского, д. 24, к. 2","улица Менжинского, дом 24, корпус 2",0.5
23759,7556008,"улица Профсоюзная, д. 31, к. 4","Профсоюзная улица, дом 31, корпус 4",0.5
8884,7873655,"улица Дербеневская, д. 14, к. 2","Дербеневская улица, дом 14, корпус 2",0.5
17032,7638671,"переулок Мещерский, д. 8, к. 1","Мещерский переулок, дом 8, корпус 1",0.5
3779,7557844,"улица Байкальская, д. 41, к. 4","Байкальская улица, дом 41, корпус 4",0.5
7307,7596316,"улица Вострухина, д. 4, к. 1","улица Вострухина, дом 4, корпус 1",0.5
13951,8022374,"бульвар Кронштадтский, д. 17, к. 1","Кронштадтский бульвар, дом 17, корпус 1",0.5
22296,7681903,"улица Перовская, д. 42, к. 2","Перовская улица, дом 42, корпус 2",0.5
18891,7574565,"улица Нижегородская, д. 106, к. 2","Нижегородская улица, дом 106, корпус 2",0.5
13032,8152119,"улица Коптевская, д. 26, к. 1","Коптевская улица, дом 26, корпус 1",0.5
3475,7560448,"улица Артековская, д. 7, к. 4","Артековская улица, дом 7, корпус 4",0.5
11575,7584453,"улица Камова, д. 24, к. 1","улица Камова, дом 24, корпус 1",0.5
6908,7715325,"проспект Волгоградский, д. 143, к. 2","Волгоградский проспект, дом 143, корпус 2",0.5
23308,8075867,"улица Полярная, д. 17, к. 1","Полярная улица, дом 17, корпус 1",0.5
9136,7627780,"шоссе Дмитровское, д. 151, к. 2","Дмитровское шоссе, дом 151, корпус 2",0.5
9077,7645306,"шоссе Дмитровское, д. 63, к. 1","Дмитровское шоссе, дом 63, корпус 1",0.5
25683,7558713,"проспект Севастопольский, д. 45, к. 2","Севастопольский проспект, дом 45, корпус 2",0.5
28145,7616792,"улица Ташкентская, д. 14, к. 5","Ташкентская улица, дом 14, корпус 5",0.5
10090,7647968,"улица Живописная, д. 18, к. 1","Живописная улица, дом 18, корпус 1",0.5
13872,7689830,"улица Кременчугская, д. 44, к. 4","Кременчугская улица, дом 44, корпус 4",0.5
10430,8162457,"бульвар Звездный, д. 22, к. 1","Звёздный бульвар, дом 22, корпус 1",0.5
24422,7569478,"улица Речников, д. 22, к. 2","улица Речников, дом 22, корпус 2",0.5
17431,8011340,"проезд. Михайловский Верхн. 4-й, д. 7, к. 2","4-й Верхний Михайловский проезд, дом 7, корпус 2",0.5
2122,8022251,"улица Авангардная, д. 8, к. 1","Авангардная улица, дом 8, корпус 1",0.5
18427,7557935,"улица Нагорная, д. 39, к. 2","Нагорная улица, дом 39, корпус 2",0.5
14763,7825362,"шоссе Ленинградское, д. 41, к. 2","Ленинградское шоссе, дом 41, корпус 2",0.5
22776,8644060,"улица Плеханова, д. 14, к. 3","улица Плеханова, дом 14, корпус 3",0.5
6020,7716630,"улица Веерная, д. 12, к. 2","Веерная улица, дом 12, корпус 2",0.5
10633,8930985,"проспект Зеленый, д. 71, к. 1","Зелёный проспект, дом 71, корпус 1",0.5
11418,7598893,"бульвар Кавказский, д. 40, к. 2","Кавказский бульвар, дом 40, корпус 2",0.5
21277,7763089,"улица Палехская, д. 128, к. 2","Палехская улица, дом 128, корпус 2",0.5
6935,7717061,"проспект Волгоградский, д. 161, к. 2","Волгоградский проспект, дом 161, корпус 2",0.5
23661,7599226,"проспект Пролетарский, д. 26, к. 3","Пролетарский проспект, дом 26, корпус 3",0.5
27958,7566703,"улица Таганрогская, д. 11, к. 2","Таганрогская улица, дом 11, корпус 2",0.5
5729,8083431,"шоссе Варшавское, д. 47, к. 2","Варшавское шоссе, дом 47, корпус 2",0.5
10550,7718370,"улица Зеленодольская, д. 29, к. 1","Зеленодольская улица, дом 29, корпус 1",0.5
15391,8130460,"улица Лодочная, д. 15, стр. 1","Лодочная улица, дом 15, строение 1",0.5
26837,8022610,"улица Солнечногорская, д. 15, к. 1","Солнечногорская улица, дом 15, корпус 1",0.5
30110,7556251,"улица Херсонская, д. 36, к. 2","Херсонская улица, дом 36, корпус 2",0.5
4581,7599774,"улица Бехтерева, д. 35, к. 2","улица Бехтерева, дом 35, корпус 2",0.5
24999,7596335,"проспект Рязанский, д. 87, к. 3","Рязанский проспект, дом 87, корпус 3",0.5
26556,8023227,"улица Смольная, д. 21, к. 1","Смольная улица, дом 21, корпус 1",0.5
18350,7556356,"улица Нагорная, д. 13, к. 4","Нагорная улица, дом 13, корпус 4",0.5
20946,7569229,"шоссе Открытое, д. 6, к. 4","Открытое шоссе, дом 6, корпус 4",0.5
25525,7920231,"улица Свободы, д. 83, к. 1","улица Свободы, дом 83, корпус 1",0.5
6462,7870110,"улица Винокурова, д. 18/15","улица Винокурова, дом 18/15, корпус 1",0.5
10939,7562963,"улица Ивантеевская, д. 3, к. 5","Ивантеевская улица, дом 3, корпус 5",0.5
25303,7562166,"проезд. Саперный, д. 12, к. 2","Сапёрный проезд, дом 12, корпус 2",0.5
31199,7583607,"улица Чусовская, д. 11, к. 7","Чусовская улица, дом 11, корпус 7",0.5
25914,7703236,"улица Седова, д. 9, к. 1","улица Седова, дом 9, корпус 1",0.5
14101,7946630,"улица Кубинка, д. 3, к. 2","улица Кубинка, дом 3, корпус 2",0.5
11886,7603935,"улица Каспийская, д. 18, к. 1","Каспийская улица, дом 18, корпус 1",0.5
11407,7598853,"бульвар Кавказский, д. 34, к. 2","Кавказский бульвар, дом 34, корпус 2",0.5
14558,7681013,"улица Лазо, д. 8, к. 1","улица Лазо, дом 8, корпус 1",0.5
11988,8051133,"улица Каховка, д. 7, к. 1","улица Каховка, дом 7, корпус 1",0.5
10985,7709688,"улица Игральная, д. 1, к. 4","Игральная улица, дом 1, корпус 4",0.5
13654,7559548,"улица Краснодонская, д. 5, стр. 2","Краснодонская улица, дом 5, строение 2",0.5
21019,7719620,"шоссе Открытое, д. 25, к. 10","Открытое шоссе, дом 25, корпус 10",0.5
6919,7715459,"проспект Волгоградский, д. 151, к. 1","Волгоградский проспект, дом 151, корпус 1",0.5
10211,8159579,"шоссе Загородное, д. 10, к. 9","Загородное шоссе, дом 10, корпус 9",0.5
9231,7621977,"улица Доброслободская, д. 10, стр. 4","Доброслободская улица, дом 10, строение 4",0.5
4785,7560627,"улица Бойцовая, д. 6, к. 3","Бойцовая улица, дом 6, корпус 3",0.5
23788,7556091,"улица Профсоюзная, д. 48, к. 2","Профсоюзная улица, дом 48, корпус 2",0.5
9968,7602748,"улица Ереванская, д. 11, к. 2","Ереванская улица, дом 11, корпус 2",0.5
31542,8097760,"проезд. Шмитовский, д. 31, стр. 1","Шмитовский проезд, дом 31, корпус 1",0.5
13981,8022601,"бульвар Кронштадтский, д. 37, к. 4","Кронштадтский бульвар, дом 37, корпус 4",0.5
23764,7556027,"улица Профсоюзная, д. 34, к. 1","Профсоюзная улица, дом 34, корпус 1",0.5
25198,7577875,"бульвар Самаркандский, д. 24, к. 3","Самаркандский бульвар, дом 24, корпус 3",0.5
5977,7961193,"улица Введенского, д. 17, к. 2","улица Введенского, дом 17, корпус 2",0.5
21849,7690780,"улица Партизанская, д. 35, к. 2","Партизанская улица, дом 35, корпус 2",0.5
3166,7785811,"проезд. Анадырский, д. 5, к. 1","Анадырский проезд, дом 5, корпус 1",0.5
24419,7569467,"улица Речников, д. 18, к. 2","улица Речников, дом 18, корпус 2",0.5
10074,7636890,"улица Живописная, д. 6, к. 2","Живописная улица, дом 6, корпус 2",0.5
2378,8038788,"улица Азовская, д. 12, к. 1","Азовская улица, дом 12, корпус 1",0.5
26554,8023215,"улица Смольная, д. 19, к. 4","Смольная улица, дом 19, корпус 4",0.5
2392,8038825,"улица Азовская, д. 29, к. 2","Азовская улица, дом 29, корпус 2",0.5
16933,7789591,"улица Менжинского, д. 19, к. 2","улица Менжинского, дом 19, корпус 2",0.5
20935,7569160,"шоссе Открытое, д. 5, к. 6","Открытое шоссе, дом 6, корпус 5",0.5
4805,7676145,"улица Бойцовая, д. 14, к. 8","Бойцовая улица, дом 14, корпус 8",0.5
15390,8130444,"улица Лодочная, д. 13, стр. 1","Лодочная улица, дом 13, строение 1",0.5
26462,7946197,"шоссе Сколковское, д. 26, к. 1","Сколковское шоссе, дом 26, корпус 1",0.5
8499,7946540,"улица Гришина, д. 21, к. 4","улица Гришина, дом 21, корпус 4",0.5
25204,7596737,"бульвар Самаркандский, д. 34, к. 1","Самаркандский бульвар, дом 34, корпус 1",0.5
11931,7689552,"улица Кастанаевская, д. 27, к. 3","Кастанаевская улица, дом 27, корпус 3",0.5
25652,7558661,"проспект Севастопольский, д. 19, к. 1","Севастопольский проспект, дом 19, корпус 1",0.5
2818,7840200,"улица Академическая Б., д. 9/20","Большая Академическая улица, дом 9/20",0.5
16941,7983031,"улица Менжинского, д. 26, к. 2","улица Менжинского, дом 26, корпус 2",0.5
21937,7554923,"улица Первомайская, д. 7, к. 1","Первомайская улица, дом 7, корпус 1",0.5
5428,7579217,"проспект Буденного, д. 27, к. 2","проспект Будённого, дом 27, корпус 2",0.5
17033,7638685,"переулок Мещерский, д. 8, к. 2","Мещерский переулок, дом 8, корпус 2",0.5
25631,8157801,"проспект Севастопольский, д. 9, к. 4","Севастопольский проспект, дом 9, корпус 4",0.5
5442,7579230,"проспект Буденного, д. 39, к. 3","проспект Будённого, дом 39, корпус 3",0.5
3121,7701944,"улица Амундсена, д. 17, к. 1","улица Амундсена, дом 17, корпус 1",0.5
28825,7924044,"улица Туристская, д. 19, к. 4","Туристская улица, дом 19, корпус 4",0.5
6870,7714916,"проспект Волгоградский, д. 117, к. 2","Волгоградский проспект, дом 117, корпус 2",0.5
31049,8103930,"проезд. Чешихинский, д. 4, стр. 1","Чешихинский проезд, дом 4, строение 1",0.5
10547,7625425,"улица Зеленодольская, д. 28, к. 2","Зеленодольская улица, дом 28, корпус 2",0.5
29292,7563910,"проспект Федеративный, д. 46, к. 1","Федеративный проспект, дом 46, корпус 1",0.5
26558,8023241,"улица Смольная, д. 21, к. 3","Смольная улица, дом 21, корпус 3",0.5
6862,7714710,"проспект Волгоградский, д. 113, к. 2","Волгоградский проспект, дом 113, корпус 2",0.5
25297,7562160,"проезд. Саперный, д. 8, к. 2","Сапёрный проезд, дом 8, корпус 2",0.5
17137,7727331,"улица Минская, д. 6, к. 2","Минская улица, дом 6, корпус 2",0.5
6855,8120167,"проспект Волгоградский, д. 109, к. 2","Волгоградский проспект, дом 109, корпус 2",0.5
25182,7598534,"бульвар Самаркандский, д. 13, к. 5","Самаркандский бульвар, дом 13, корпус 5",0.5
4510,7651860,"бульвар Бескудниковский, д. 48, к. 7","Бескудниковский бульвар, дом 48, корпус 7",0.5
10134,7931113,"улица Жигулевская, д. 12, к. 5","Жигулёвская улица, дом 12, корпус 5",0.5
10078,7636926,"улица Живописная, д. 9, к. 1","Живописная улица, дом 9, корпус 1",0.5
27401,7855105,"улица Сторожевая, д. 30, к. 1","Сторожевая улица, дом 30, корпус 1",0.5
6999,8120390,"бульвар Волжский, д. 39, к. 2","Волжский бульвар, дом 39, корпус 2",0.5
26844,8023451,"улица Солнечногорская, д. 22, к. 2","Солнечногорская улица, дом 22, корпус 2",0.5
5858,7553900,"шоссе Варшавское, д. 190, к. 2","Варшавское шоссе, дом 190, корпус 2",0.5
31082,7572546,"улица Чистопольская, д. 5, к. 2","Чистопольская улица, дом 5, корпус 2",0.5
15628,7564066,"улица Люблинская, д. 113, к. 2","Люблинская улица, дом 113, корпус 2",0.5
30805,8042999,"бульвар Черноморский, д. 13, к. 2","Черноморский бульвар, дом 13, корпус 2",0.5
18774,8130733,"улица Нелидовская, д. 15, к. 1","Нелидовская улица, дом 15, корпус 1",0.5
